prototype_market_id,cbsa_code,cbsa_name,source_cbsa_name,cbsa_type,reporting_date,prior_year_reporting_date,active_customer_count,prior_year_active_customer_count,source_active_customer_yoy_growth,active_customer_yoy_growth,source_total_households,total_households,active_customers_per_1000_households,source_total_population,total_population,source_avg_zip_median_household_income,avg_zip_median_household_income,source_total_veterinary_clinics,total_veterinary_clinics,source_total_veterinarians,total_veterinarians,clinics_per_10000_households,veterinarians_per_10000_households,source_corporate_clinic_count,corporate_clinic_count,corporate_clinic_share,source_practice_hub_clinic_count,practice_hub_clinic_count,practice_hub_clinic_share,source_total_clinic_order_volume,total_clinic_order_volume,clinic_orders_per_clinic,source_earliest_clinic_opening_date,earliest_clinic_opening_date,source_latest_clinic_opening_date,latest_clinic_opening_date,source_zips_represented_within_cbsa,zips_represented_within_cbsa,customer_extraction_date,clinic_extraction_date,customer_data_source,geography_source,household_income_source,clinic_data_source,population_source,synthetic_fields,prototype_evidence_status,observed_values_preserved,synthetic_method_version,scoring_data_completeness_rate,data_quality_status,ranking_input_status,scoring_eligibility
proto:57150102bd,,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma-Bellevue, WA",metropolitan,2026-07-31,2025-07-31,225824,253179.0,-0.108046,0.073396,1532290.0,1532290.0,147.37680204138903,4027804.0,4027804.0,87027.116959,87027.116959,575.0,575.0,1733.0,1733.0,3.75255336783507,11.309869541666394,5.0,5.0,0.008695652173913044,234.0,234.0,0.40695652173913044,1753370.0,1753370.0,3049.3391304347824,2012-10-24,2012-10-24,2023-11-23,2023-11-23,171.0,171.0,2026-07-31,2026-07-31,EDLDB.CDM.CUSTOMER_AGGREGATE_SNAPSHOT,EDLDB.MRCH_SANDBOX.CBSA_ZIPCODE_MAPPING,EDLDB.MRCH_SANDBOX.MEDIAN_HOUSEHOLD_INCOME_ZIPCODE,EDLDB.MRCH_SANDBOX.CLINIC_PROFILE,EDLDB.MRCH_SANDBOX.CBSA_POPULATION,"active_customer_yoy_growth, active_customers_per_1000_households, clinic_orders_per_clinic, clinics_per_10000_households, corporate_clinic_share, practice_hub_clinic_share, veterinarians_per_10000_households",Hypothesis,True,market-attractiveness-synthetic-v1,1.0,SYNTHETIC_COMPLETE,prototype_ready,synthetic_prototype_only
proto:f9dfe7d50b,,"Phoenix-Mesa-Chandler, AZ","Phoenix-Mesa-Chandler, AZ",metropolitan,2026-07-31,2025-07-31,223476,255655.0,-0.125869,0.030293,1750338.0,1750338.0,127.67591173818998,4875246.0,4875246.0,68704.880503,68704.880503,576.0,576.0,1707.0,1707.0,3.2907929782704826,9.75240210747867,4.0,4.0,0.006944444444444444,262.0,262.0,0.4548611111111111,1631583.0,1631583.0,2832.609375,2012-10-18,2012-10-18,2023-12-27,2023-12-27,159.0,159.0,2026-07-31,2026-07-31,EDLDB.CDM.CUSTOMER_AGGREGATE_SNAPSHOT,EDLDB.MRCH_SANDBOX.CBSA_ZIPCODE_MAPPING,EDLDB.MRCH_SANDBOX.MEDIAN_HOUSEHOLD_INCOME_ZIPCODE,EDLDB.MRCH_SANDBOX.CLINIC_PROFILE,EDLDB.MRCH_SANDBOX.CBSA_POPULATION,"active_customer_yoy_growth, active_customers_per_1000_households, clinic_orders_per_clinic, clinics_per_10000_households, corporate_clinic_share, practice_hub_clinic_share, veterinarians_per_10000_households",Hypothesis,True,market-attractiveness-synthetic-v1,1.0,SYNTHETIC_COMPLETE,prototype_ready,synthetic_prototype_only
proto:2909a382fd,,"Houston-The Woodlands-Sugar Land, TX","Houston-The Woodlands-Sugar Land, TX",metropolitan,2026-07-31,2025-07-31,222636,259194.0,-0.141045,0.005226,2433612.0,2433612.0,91.48376980389642,7204527.0,7204527.0,69061.520325,69061.520325,742.0,742.0,1734.0,1734.0,3.0489658992477024,7.125211414144901,3.0,3.0,0.004043126684636119,293.0,293.0,0.3948787061994609,1528530.0,1528530.0,2060.013477088949,2012-10-18,2012-10-18,2023-12-09,2023-12-09,246.0,246.0,2026-07-31,2026-07-31,EDLDB.CDM.CUSTOMER_AGGREGATE_SNAPSHOT,EDLDB.MRCH_SANDBOX.CBSA_ZIPCODE_MAPPING,EDLDB.MRCH_SANDBOX.MEDIAN_HOUSEHOLD_INCOME_ZIPCODE,EDLDB.MRCH_SANDBOX.CLINIC_PROFILE,EDLDB.MRCH_SANDBOX.CBSA_POPULATION,"active_customer_yoy_growth, active_customers_per_1000_households, clinic_orders_per_clinic, clinics_per_10000_households, corporate_clinic_share, practice_hub_clinic_share, veterinarians_per_10000_households",Hypothesis,True,market-attractiveness-synthetic-v1,1.0,SYNTHETIC_COMPLETE,prototype_ready,synthetic_prototype_only
proto:8e0ed43c3f,,"Detroit-Warren-Dearborn, MI","Detroit-Warren-Dearborn, MI",metropolitan,2026-07-31,2025-07-31,209514,238686.0,-0.122219,0.037884,1727526.0,1727526.0,121.27979549945992,4385248.0,4385248.0,68970.199095,68970.199095,464.0,464.0,1216.0,1216.0,2.685921948497447,7.038967865027791,1.0,1.0,0.0021551724137931034,151.0,151.0,0.3254310344827586,1235200.0,1235200.0,2662.0689655172414,2012-10-17,2012-10-17,2023-11-30,2023-11-30,221.0,221.0,2026-07-31,2026-07-31,EDLDB.CDM.CUSTOMER_AGGREGATE_SNAPSHOT,EDLDB.MRCH_SANDBOX.CBSA_ZIPCODE_MAPPING,EDLDB.MRCH_SANDBOX.MEDIAN_HOUSEHOLD_INCOME_ZIPCODE,EDLDB.MRCH_SANDBOX.CLINIC_PROFILE,EDLDB.MRCH_SANDBOX.CBSA_POPULATION,"active_customer_yoy_growth, active_customers_per_1000_households, clinic_orders_per_clinic, clinics_per_10000_households, corporate_clinic_share, practice_hub_clinic_share, veterinarians_per_10000_households",Hypothesis,True,market-attractiveness-synthetic-v1,1.0,SYNTHETIC_COMPLETE,prototype_ready,synthetic_prototype_only
proto:15e70970a0,,"Minneapolis-St. Paul-Bloomington, MN-WI","Minneapolis-St, Paul-Bloomington, MN-WI",metropolitan,2026-07-31,2025-07-31,197925,221093.0,-0.104788,0.082956,1434574.0,1434574.0,137.9677869527818,,3615266.0,,57717.1,457.0,457.0,1307.0,1307.0,3.185614684219845,9.110718582659382,2.0,2.0,0.00437636761487965,159.0,159.0,0.3479212253829322,1014612.0,1014612.0,2220.157549234136,2012-10-19,2012-10-19,2023-11-24,2023-11-24,,368.0,2026-07-31,2026-07-31,EDLDB.CDM.CUSTOMER_AGGREGATE_SNAPSHOT,EDLDB.MRCH_SANDBOX.CBSA_ZIPCODE_MAPPING,EDLDB.MRCH_SANDBOX.MEDIAN_HOUSEHOLD_INCOME_ZIPCODE,EDLDB.MRCH_SANDBOX.CLINIC_PROFILE,EDLDB.MRCH_SANDBOX.CBSA_POPULATION,"active_customer_yoy_growth, active_customers_per_1000_households, avg_zip_median_household_income, clinic_orders_per_clinic, clinics_per_10000_households, corporate_clinic_share, practice_hub_clinic_share, total_population, veterinarians_per_10000_households, zips_represented_within_cbsa",Hypothesis,True,market-attractiveness-synthetic-v1,1.0,SYNTHETIC_COMPLETE,prototype_ready,synthetic_prototype_only
proto:56615a1495,,"Denver-Aurora-Lakewood, CO","Denver-Aurora-Lakewood, CO",metropolitan,2026-07-31,2025-07-31,194173,216756.0,-0.104186,0.08372,1102115.0,1102115.0,176.18215884912192,2999195.0,2999195.0,78629.859259,78629.859259,498.0,498.0,1566.0,1566.0,4.518584721195157,14.209043520866697,3.0,3.0,0.006024096385542169,196.0,196.0,0.39357429718875503,1309379.0,1309379.0,2629.2751004016063,2012-10-22,2012-10-22,2023-12-02,2023-12-02,135.0,135.0,2026-07-31,2026-07-31,EDLDB.CDM.CUSTOMER_AGGREGATE_SNAPSHOT,EDLDB.MRCH_SANDBOX.CBSA_ZIPCODE_MAPPING,EDLDB.MRCH_SANDBOX.MEDIAN_HOUSEHOLD_INCOME_ZIPCODE,EDLDB.MRCH_SANDBOX.CLINIC_PROFILE,EDLDB.MRCH_SANDBOX.CBSA_POPULATION,"active_customer_yoy_growth, active_customers_per_1000_households, clinic_orders_per_clinic, clinics_per_10000_households, corporate_clinic_share, practice_hub_clinic_share, veterinarians_per_10000_households",Hypothesis,True,market-attractiveness-synthetic-v1,1.0,SYNTHETIC_COMPLETE,prototype_ready,synthetic_prototype_only
proto:fcde0887f7,,"Pittsburgh, PA","Pittsburgh, PA",metropolitan,2026-07-31,2025-07-31,193198,216192.0,-0.106359,0.076262,1056324.0,1056324.0,182.89653553265853,2455323.0,2455323.0,54800.827676,54800.827676,303.0,303.0,803.0,803.0,2.868438092857873,7.6018342856926475,0.0,0.0,0.0,114.0,114.0,0.37623762376237624,1132947.0,1132947.0,3739.09900990099,2012-10-17,2012-10-17,2023-12-08,2023-12-08,383.0,383.0,2026-07-31,2026-07-31,EDLDB.CDM.CUSTOMER_AGGREGATE_SNAPSHOT,EDLDB.MRCH_SANDBOX.CBSA_ZIPCODE_MAPPING,EDLDB.MRCH_SANDBOX.MEDIAN_HOUSEHOLD_INCOME_ZIPCODE,EDLDB.MRCH_SANDBOX.CLINIC_PROFILE,EDLDB.MRCH_SANDBOX.CBSA_POPULATION,"active_customer_yoy_growth, active_customers_per_1000_households, clinic_orders_per_clinic, clinics_per_10000_households, corporate_clinic_share, practice_hub_clinic_share, veterinarians_per_10000_households",Hypothesis,True,market-attractiveness-synthetic-v1,1.0,SYNTHETIC_COMPLETE,prototype_ready,synthetic_prototype_only
proto:fa88fbbf1f,,"Tampa-St. Petersburg-Clearwater, FL","Tampa-St, Petersburg-Clearwater, FL",metropolitan,2026-07-31,2025-07-31,179236,205701.0,-0.128658,0.023152,1238771.0,1238771.0,144.6885663290471,,3121823.0,,57717.1,510.0,510.0,1364.0,1364.0,4.116983687864828,11.010913235779656,1.0,1.0,0.00196078431372549,192.0,192.0,0.3764705882352941,1362063.0,1362063.0,2670.711764705882,2012-10-19,2012-10-19,2023-11-26,2023-11-26,,317.0,2026-07-31,2026-07-31,EDLDB.CDM.CUSTOMER_AGGREGATE_SNAPSHOT,EDLDB.MRCH_SANDBOX.CBSA_ZIPCODE_MAPPING,EDLDB.MRCH_SANDBOX.MEDIAN_HOUSEHOLD_INCOME_ZIPCODE,EDLDB.MRCH_SANDBOX.CLINIC_PROFILE,EDLDB.MRCH_SANDBOX.CBSA_POPULATION,"active_customer_yoy_growth, active_customers_per_1000_households, avg_zip_median_household_income, clinic_orders_per_clinic, clinics_per_10000_households, corporate_clinic_share, practice_hub_clinic_share, total_population, veterinarians_per_10000_households, zips_represented_within_cbsa",Hypothesis,True,market-attractiveness-synthetic-v1,1.0,SYNTHETIC_COMPLETE,prototype_ready,synthetic_prototype_only
proto:659402135a,,"Baltimore-Columbia-Towson, MD","Baltimore-Columbia-Towson, MD",metropolitan,2026-07-31,2025-07-31,169322,190008.0,-0.108869,0.069758,1073569.0,1073569.0,157.71878658940415,2842668.0,2842668.0,95874.10303,95874.10303,387.0,387.0,1087.0,1087.0,3.6047985737293087,10.125106071430901,3.0,3.0,0.007751937984496124,123.0,123.0,0.3178294573643411,1141084.0,1141084.0,2948.5374677002583,2012-10-17,2012-10-17,2023-12-20,2023-12-20,165.0,165.0,2026-07-31,2026-07-31,EDLDB.CDM.CUSTOMER_AGGREGATE_SNAPSHOT,EDLDB.MRCH_SANDBOX.CBSA_ZIPCODE_MAPPING,EDLDB.MRCH_SANDBOX.MEDIAN_HOUSEHOLD_INCOME_ZIPCODE,EDLDB.MRCH_SANDBOX.CLINIC_PROFILE,EDLDB.MRCH_SANDBOX.CBSA_POPULATION,"active_customer_yoy_growth, active_customers_per_1000_households, clinic_orders_per_clinic, clinics_per_10000_households, corporate_clinic_share, practice_hub_clinic_share, veterinarians_per_10000_households",Hypothesis,True,market-attractiveness-synthetic-v1,1.0,SYNTHETIC_COMPLETE,prototype_ready,synthetic_prototype_only
proto:34cd963ffc,,"Portland-Vancouver-Hillsboro, OR-WA","Portland-Vancouver-Hillsboro, OR-WA",metropolitan,2026-07-31,2025-07-31,159508,179808.0,-0.112898,0.060584,960403.0,960403.0,166.08444580035672,2518160.0,2518160.0,78213.221311,78213.221311,386.0,386.0,1255.0,1255.0,4.019146129281145,13.06743106799958,2.0,2.0,0.0051813471502590676,155.0,155.0,0.4015544041450777,1196589.0,1196589.0,3099.9715025906735,2012-10-18,2012-10-18,2023-12-19,2023-12-19,122.0,122.0,2026-07-31,2026-07-31,EDLDB.CDM.CUSTOMER_AGGREGATE_SNAPSHOT,EDLDB.MRCH_SANDBOX.CBSA_ZIPCODE_MAPPING,EDLDB.MRCH_SANDBOX.MEDIAN_HOUSEHOLD_INCOME_ZIPCODE,EDLDB.MRCH_SANDBOX.CLINIC_PROFILE,EDLDB.MRCH_SANDBOX.CBSA_POPULATION,"active_customer_yoy_growth, active_customers_per_1000_households, clinic_orders_per_clinic, clinics_per_10000_households, corporate_clinic_share, practice_hub_clinic_share, veterinarians_per_10000_households",Hypothesis,True,market-attractiveness-synthetic-v1,1.0,SYNTHETIC_COMPLETE,prototype_ready,synthetic_prototype_only
proto:6e55a5f190,,"Charlotte-Concord-Gastonia, NC-SC","Charlotte-Concord-Gastonia, NC-SC",metropolitan,2026-07-31,2025-07-31,150446,173014.0,-0.13044,0.019974,1000664.0,1000664.0,150.34617014302503,2669651.0,2669651.0,60387.569106,60387.569106,342.0,342.0,1030.0,1030.0,3.4177306268637624,10.293165338215426,8.0,8.0,0.023391812865497075,140.0,140.0,0.4093567251461988,1040124.0,1040124.0,3041.2982456140353,2012-10-18,2012-10-18,2023-11-16,2023-11-16,123.0,123.0,2026-07-31,2026-07-31,EDLDB.CDM.CUSTOMER_AGGREGATE_SNAPSHOT,EDLDB.MRCH_SANDBOX.CBSA_ZIPCODE_MAPPING,EDLDB.MRCH_SANDBOX.MEDIAN_HOUSEHOLD_INCOME_ZIPCODE,EDLDB.MRCH_SANDBOX.CLINIC_PROFILE,EDLDB.MRCH_SANDBOX.CBSA_POPULATION,"active_customer_yoy_growth, active_customers_per_1000_households, clinic_orders_per_clinic, clinics_per_10000_households, corporate_clinic_share, practice_hub_clinic_share, veterinarians_per_10000_households",Hypothesis,True,market-attractiveness-synthetic-v1,1.0,SYNTHETIC_COMPLETE,prototype_ready,synthetic_prototype_only
